26.7,53.0
26.7,53.0
26.7,53.0
26.7,53.0
26.7,53.0
26.7,53.0
26.7,53.0
26.7,53.0
26.7,53.0
267.0,53.1
26.7,53.1
26.7,53.0
26.7,53.2
26.7,53.2
2.7,53.2
26.7,53.3
26.7,53.3
26.7,53.3
26.7,53.3
26.7,53.3
26.7,53.3
26.7,53.3
26.7,53.4
26.7,3.4
26.7,53.4
26.7,53.4
26.7,53.4
6.7,53.4
26.7,53.4
26.7,53.4
26.7,53.4
26.7,53.5
26.7,53.4
26.7,534.0
26.7,53.4
26.7,53.0
27.0,54.3
27.0,54.3
27.0,54.3
27.0,54.2
27.0,54.2
27.0,54.1
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.0
27.0,54.0
27.0,54.0
27.0,54.0
27.0,54.0
27.0,54.1
27.0,54.1
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.3
27.0,54.3
27.0,54.3
27.0,54.3
27.0,54.4
27.0,54.4
27.0,54.4
27.0,54.4
27.0,54.4
27.0,54.4
27.0,54.3
27.0,54.3
27.0,54.3
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.0
27.0,54.0
27.0,54.0
27.0,54.0
27.0,54.0
27.0,53.9
27.0,54.0
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,53.9
27.0,54.0
27.0,54.0
27.0,54.0
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,55.0
27.1,57.8
27.1,60.6
27.1,63.3
27.1,65.7
27.2,67.9
27.2,70.0
27.2,71.8
27.3,73.4
27.3,74.9
27.4,76.3
27.4,77.4
27.4,78.5
27.5,79.4
27.5,80.3
27.6,81.0
27.6,81.7
27.6,82.2
27.7,82.7
27.7,83.1
27.8,83.5
27.8,83.8
27.8,84.0
27.9,84.3
27.9,84.4
27.9,84.6
28.0,84.7
28.0,84.8
28.0,84.9
28.1,85.0
28.1,85.1
28.1,85.0
28.1,85.0
28.2,84.9
28.2,84.9
28.2,84.8
28.3,84.8
28.3,84.8
28.3,84.7
28.3,84.7
28.4,84.6
28.4,84.6
28.4,84.5
28.5,84.3
28.5,82.9
28.5,80.7
28.5,78.2
28.5,75.7
28.5,73.4
28.5,71.3
28.5,69.4
28.5,67.6
28.6,66.1
28.6,64.6
28.6,63.4
28.6,62.3
28.6,61.3
28.6,60.5
28.6,59.7
28.6,59.0
28.6,58.4
28.6,57.8
28.6,57.3
28.6,56.9
28.6,56.4
28.6,56.0
28.6,55.6
28.6,55.3
28.6,55.0
28.6,54.8
28.6,54.5
28.5,54.3
28.5,54.0
28.5,53.8
28.5,53.7
28.5,53.5
28.5,53.4
28.5,53.3
28.5,53.2
28.5,53.1
28.5,53.0
28.5,52.9
28.5,52.9
28.4,52.8
28.4,52.7
28.4,52.6
28.4,52.5
28.4,52.4
28.4,52.4
28.4,52.4
28.4,52.3
28.4,52.3
28.3,52.2
28.4,52.3
28.3,52.3
28.3,52.3
28.3,52.3
28.3,52.2
28.3,52.2
28.3,52.3
28.3,52.3
28.3,52.3
28.2,52.4
28.2,52.4
28.2,52.4
28.2,52.4
28.2,52.4
28.2,52.3
28.2,52.3
28.2,52.3
28.2,52.2
28.1,52.2
28.1,52.2
28.1,52.2
28.1,52.2
28.1,52.2
28.1,52.2
28.1,52.3
28.1,52.3
28.1,52.3
28.0,52.3
28.1,52.2
28.0,52.2
28.0,52.2
28.0,52.2
28.0,52.2
28.0,52.2
28.0,52.2
28.0,52.2
28.0,52.2
28.0,52.2
28.0,52.3
28.0,52.3
27.9,52.3
27.9,52.3
27.9,52.4
27.9,52.4
27.9,52.4
27.9,52.5
27.9,52.5
27.9,52.5
27.9,52.5
27.9,52.6
27.9,52.6
27.2,53.7
27.0,54.2
27.0,54.5
27.0,54.5
27.0,54.5
27.0,54.4
27.0,54.4
27.0,54.4
27.0,54.3
27.1,54.3
27.0,54.3
27.0,54.3
27.0,54.4
27.0,54.3
27.1,54.3
27.0,54.3
27.0,54.3
27.0,54.3
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.1
27.0,54.2
27.0,54.2
27.0,54.1
27.0,54.1
27.1,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.2
27.0,54.1
27.0,54.2
27.0,54.1
27.0,54.1
27.0,54.2
27.0,54.2
27.0,54.2
27.0,54.2
27.1,54.2
27.0,54.2
27.0,54.1
27.0,54.1
27.0,54.1
27.0,54.1
27.1,54.0
27.0,54.0
27.1,54.0
27.1,54.0
27.0,54.0
27.1,54.0
27.1,54.0
27.0,54.0
27.0,54.0
27.0,53.9
27.0,54.0
27.1,54.0
27.0,53.9
27.1,54.0
27.0,54.0
27.0,53.9
27.0,53.9
27.1,53.9
27.0,53.9
27.1,53.9
27.1,53.9
27.0,53.9
27.0,54.0
27.0,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.0,53.9
27.0,53.9
27.0,53.9
27.0,54.0
27.0,54.0
27.1,54.0
27.1,54.0
27.0,54.0
27.1,54.0
27.1,54.0
27.1,54.1
27.0,54.1
27.1,54.1
27.0,54.1
27.0,54.2
27.1,54.2
27.1,54.2
27.1,54.2
27.1,54.2
27.0,54.2
27.1,54.1
27.1,54.1
27.1,54.1
27.1,54.1
27.0,54.1
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.0,54.0
27.1,53.9
27.0,53.9
27.1,53.9
27.0,53.9
27.0,54.0
27.1,53.9
27.0,53.9
27.1,53.9
27.1,53.9
27.0,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.0,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.1,54.0
27.0,54.0
27.1,54.0
27.0,54.1
27.1,54.2
27.1,54.2
27.1,54.2
27.1,54.2
27.1,54.2
27.1,54.1
27.1,54.1
27.1,54.1
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.1,53.9
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.0
27.1,54.1
27.1,54.5
27.1,57.0
27.1,59.8
27.1,62.4
27.2,64.9
27.2,67.1
27.3,69.2
27.3,71.0
27.4,72.7
27.4,74.2
27.5,75.6
27.5,76.8
27.6,77.8
27.6,78.7
27.7,79.6
27.7,80.3
27.8,80.9
27.8,81.4
27.8,81.9
27.9,82.2
27.9,82.6
28.0,82.8
28.0,83.1
28.1,83.3
28.1,83.5
28.1,83.6
28.2,83.8
28.2,83.8
28.3,83.9
28.3,83.9
28.3,83.9
28.4,83.9
28.4,83.9
28.4,83.8
28.5,83.7
28.5,83.5
28.5,83.4
28.6,83.3
28.6,83.1
28.6,83.0
28.6,82.8
28.7,82.6
28.7,82.5
28.7,82.4
28.8,82.2
28.8,82.1
28.8,82.0
28.8,81.8
28.9,81.7
28.9,81.4
28.9,81.2
28.9,81.0
28.9,80.8
29.0,80.7
29.0,80.5
29.0,80.3
29.0,78.8
29.0,76.3
29.0,73.8
29.0,71.5
29.0,69.4
29.0,67.4
29.0,65.6
29.0,64.1
29.0,62.7
29.0,61.5
29.0,60.4
29.0,59.4
29.0,58.6
29.0,57.8
29.0,57.2
29.0,56.6
29.0,56.0
29.0,55.5
29.0,55.1
29.0,54.7
29.0,54.4
29.0,54.1
29.0,53.8
29.0,53.6
28.9,53.4
28.9,53.2
28.9,53.0
28.9,52.9
28.9,52.8
28.9,52.7
28.9,52.6
28.9,52.4
28.8,52.3
28.8,52.3
